Name,Year,Theme,Theme_Group,Category,Pieces,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price,Theme_ID,Theme_Group_ID,Category_ID,Age_of_Set,Price_per_Piece,Age_to_Price_Ratio,Theme_Quantity_Interaction,Price_Elasticity,Profit_Margin,Relative_Quantity,Lag_Total_Quantity,Lag_Current_Price
The Rexcelsior!,2019,The LEGO Movie 2,Licensed,Normal,1826.0,1948.0,4.0,149.99,7.0,150.0,39,4.0,2,5.0,0.08214129244249727,0.033335555703713576,28.0,1.0000666711114075,0.009999999999990905,0.00021257857815299585,6.0,64.99
Welcome to Apocalypseburg!,2019,The LEGO Movie 2,Licensed,Normal,3178.0,4458.0,4.6,299.99,6.0,696.9011,39,4.0,2,5.0,0.0943958464443046,0.016667222240741356,24.0,2.3230811027034237,396.91110000000003,0.000182210209845425,7.0,150.0
Benny's Space Squad,2019,The LEGO Movie 2,Licensed,Normal,68.0,17377.0,4.5,9.99,187.0,30.0,39,4.0,2,5.0,0.14691176470588235,0.5005005005005005,748.0,3.003003003003003,20.009999999999998,0.005678884873515746,6.0,696.9011
Emmet's Triple-Decker Couch Mech,2019,The LEGO Movie 2,Licensed,Normal,312.0,2316.0,3.9,29.99,11.0,35.0,39,4.0,2,5.0,0.09612179487179487,0.16672224074691563,44.0,1.1670556852284095,5.010000000000002,0.0003340520513832792,187.0,30.0
Good Morning Sparkle Babies!,2019,The LEGO Movie 2,Licensed,Normal,50.0,2900.0,4.0,9.99,21.0,19.0,39,4.0,2,5.0,0.1998,0.5005005005005005,84.0,1.901901901901902,9.01,0.0006377357344589875,11.0,35.0
Systar Party Crew,2019,The LEGO Movie 2,Licensed,Normal,196.0,2564.0,4.0,19.99,21.0,19.95,39,4.0,2,5.0,0.10198979591836733,0.25012506253126565,84.0,0.9979989994997499,-0.03999999999999915,0.0006377357344589875,21.0,19.0
Wyld-Mayhem Star Fighter,2019,The LEGO Movie 2,Licensed,Normal,405.0,1025.0,3.6,49.99,2.0,37.99,39,4.0,2,5.0,0.12343209876543211,0.10002000400080016,8.0,0.7599519903980796,-12.0,6.073673661514167e-05,21.0,19.95
Awesome Remix Emmet,2019,Collectable Minifigures,Miscellaneous,Normal,7.0,5604.0,3.9,29.99,124.0,4.3626,7,5.0,2,5.0,4.284285714285714,0.16672224074691563,620.0,0.14546848949649882,-25.627399999999998,0.0037656776701387833,2.0,37.99
Battle-Ready Lucy,2019,Collectable Minifigures,Miscellaneous,Normal,8.0,5791.0,3.9,29.99,13.0,66.1979,7,5.0,2,5.0,3.74875,0.16672224074691563,65.0,2.2073324441480495,36.20790000000001,0.00039478878799842083,124.0,4.3626
Vintage Mickey,2019,Collectable Minifigures,Miscellaneous,Normal,5.0,7278.0,3.9,29.99,57.0,4.99,7,5.0,2,5.0,5.997999999999999,0.16672224074691563,285.0,0.16638879626542183,-25.0,0.0017309969935315375,13.0,66.1979
Vintage Minnie,2019,Collectable Minifigures,Miscellaneous,Normal,6.0,6766.0,3.8,29.99,33.0,105.8,7,5.0,2,5.0,4.998333333333333,0.16672224074691563,165.0,3.527842614204735,75.81,0.0010021561541498376,57.0,4.99
Video Game Champ,2019,Collectable Minifigures,Miscellaneous,Normal,7.0,6472.0,4.0,29.99,138.0,4.75,7,5.0,2,5.0,4.284285714285714,0.16672224074691563,690.0,0.15838612870956986,-25.24,0.0041908348264447755,33.0,105.8
Shower Guy,2019,Collectable Minifigures,Miscellaneous,Normal,8.0,5506.0,3.9,29.99,12.0,100.0,7,5.0,2,5.0,3.74875,0.16672224074691563,60.0,3.334444814938313,70.01,0.00036442041969085,138.0,4.75
Disney Train and Station,2019,Disney,Licensed,Normal,2925.0,6283.0,4.2,329.99,18.0,439.992,11,4.0,2,5.0,0.11281709401709401,0.015151974302251583,72.0,1.3333494954392557,110.00200000000001,0.000546630629536275,12.0,100.0
Naboo Starfighter Microfighter,2019,Star Wars,Licensed,Normal,62.0,6433.0,3.8,9.99,16.0,20.0,35,4.0,2,5.0,0.16112903225806452,0.5005005005005005,64.0,2.002002002002002,10.01,0.00048589389292113335,18.0,439.992
Sith Infiltrator Microfighter,2019,Star Wars,Licensed,Normal,92.0,7950.0,3.7,9.99,17.0,20.0,35,4.0,2,5.0,0.10858695652173914,0.5005005005005005,68.0,2.002002002002002,10.01,0.0005162622612287042,16.0,20.0
Elite Praetorian Guard Battle Pack,2019,Star Wars,Licensed,Normal,109.0,10554.0,3.9,14.99,53.0,29.881,35,4.0,2,5.0,0.1375229357798165,0.333555703802535,212.0,1.9933955970647097,14.891,0.0016095235203012542,17.0,20.0
Inferno Squad Battle Pack,2019,Star Wars,Licensed,Normal,118.0,9519.0,3.9,14.99,35.0,44.95,35,4.0,2,5.0,0.12703389830508474,0.333555703802535,140.0,2.99866577718479,29.96,0.001062892890764979,53.0,29.881
Darth Vader Bust,2019,Star Wars,Licensed,Normal,327.0,1820.0,4.0,29.99,8.0,165.0,35,4.0,2,5.0,0.09171253822629968,0.16672224074691563,32.0,5.501833944648216,135.01,0.00024294694646056667,35.0,44.95
Escape Pod vs. Dewback Microfighters,2019,Star Wars,Licensed,Normal,177.0,9004.0,4.0,19.99,18.0,39.0,35,4.0,2,5.0,0.11293785310734462,0.25012506253126565,72.0,1.950975487743872,19.01,0.000546630629536275,8.0,165.0
Death Star Escape,2019,Star Wars,Licensed,Normal,329.0,8187.0,3.8,29.99,25.0,39.0,35,4.0,2,5.0,0.09115501519756838,0.16672224074691563,100.0,1.300433477825942,9.010000000000002,0.0007592092076892709,18.0,39.0
Kylo Ren & Sith Trooper,2019,BrickHeadz,Licensed,Normal,240.0,5177.0,4.0,19.99,52.0,28.0508,4,4.0,2,5.0,0.08329166666666667,0.25012506253126565,208.0,1.4032416208104053,8.0608,0.0015791551519936833,25.0,39.0
Droid Gunship,2019,Star Wars,Licensed,Normal,389.0,4391.0,4.0,49.99,11.0,125.5583,35,4.0,2,5.0,0.1285089974293059,0.10002000400080016,44.0,2.511668333666733,75.5683,0.0003340520513832792,52.0,28.0508
AT-AP Walker,2019,Star Wars,Licensed,Normal,689.0,6124.0,4.2,59.99,27.0,149.95,35,4.0,2,5.0,0.08706821480406386,0.0833472245374229,108.0,2.4995832638773128,89.95999999999998,0.0008199459443044125,11.0,125.5583
X-wing Starfighter Trench Run,2019,Star Wars,Licensed,Normal,132.0,2926.0,3.2,29.99,7.0,36.0,35,4.0,2,5.0,0.22719696969696968,0.16672224074691563,28.0,1.2004001333777927,6.010000000000002,0.00021257857815299585,27.0,149.95
Duel on Starkiller Base,2019,Star Wars,Licensed,Normal,191.0,6390.0,3.7,19.99,10.0,25.9339,35,4.0,2,5.0,0.10465968586387434,0.25012506253126565,40.0,1.2973436718359181,5.943900000000003,0.00030368368307570837,7.0,36.0
TIE Fighter Attack,2019,Star Wars,Licensed,Normal,77.0,3614.0,3.5,19.99,4.0,16.4346,35,4.0,2,5.0,0.25961038961038957,0.25012506253126565,16.0,0.8221410705352676,-3.555399999999999,0.00012147347323028334,10.0,25.9339
Action Battle Endor Assault,2019,Star Wars,Licensed,Normal,193.0,3308.0,3.2,29.99,16.0,16.873,35,4.0,2,5.0,0.15538860103626942,0.16672224074691563,64.0,0.5626208736245416,-13.116999999999997,0.00048589389292113335,4.0,16.4346
Action Battle Hoth Generator Attack,2019,Star Wars,Licensed,Normal,235.0,2778.0,3.3,29.99,7.0,16.873,35,4.0,2,5.0,0.12761702127659574,0.16672224074691563,28.0,0.5626208736245416,-13.116999999999997,0.00021257857815299585,16.0,16.873
Major Vonreg's TIE Fighter,2019,Star Wars,Licensed,Normal,496.0,5896.0,4.1,69.99,10.0,99.99,35,4.0,2,5.0,0.1411088709677419,0.07143877696813832,40.0,1.4286326618088299,30.0,0.00030368368307570837,7.0,16.873
Action Battle Echo Base Defense,2019,Star Wars,Licensed,Normal,504.0,2580.0,3.5,59.99,4.0,50.0,35,4.0,2,5.0,0.11902777777777779,0.0833472245374229,16.0,0.833472245374229,-9.990000000000002,0.00012147347323028334,10.0,99.99
Black Ace TIE Interceptor,2019,Star Wars,Licensed,Normal,396.0,4488.0,3.8,49.99,9.0,54.4987,35,4.0,2,5.0,0.12623737373737373,0.10002000400080016,36.0,1.0901920384076815,4.5086999999999975,0.0002733153147681375,4.0,50.0
Slave I - 20th Anniversary Edition,2019,Star Wars,Licensed,Normal,1007.0,13813.0,4.5,119.99,34.0,180.0,35,4.0,2,5.0,0.11915590863952333,0.041670139178264856,136.0,1.5001250104175348,60.010000000000005,0.0010325245224574084,9.0,54.4987
Tantive IV,2019,Star Wars,Licensed,Normal,1768.0,10793.0,4.4,199.99,38.0,274.99,35,4.0,2,5.0,0.11311651583710408,0.025001250062503123,152.0,1.3750187509375469,75.0,0.0011539979956876917,34.0,180.0
Star Wars Advent Calendar,2019,Star Wars,Licensed,Normal,280.0,7915.0,3.7,39.99,8.0,47.5,35,4.0,2,5.0,0.14282142857142857,0.1250312578144536,32.0,1.1877969492373093,7.509999999999998,0.00024294694646056667,38.0,274.99
Death Star Cannon,2019,Star Wars,Licensed,Normal,159.0,7901.0,3.5,19.99,21.0,17.99,35,4.0,2,5.0,0.12572327044025156,0.25012506253126565,84.0,0.8999499749874937,-2.0,0.0006377357344589875,8.0,47.5
Rebel A-wing Starfighter,2019,Star Wars,Licensed,Normal,62.0,2917.0,3.2,14.99,7.0,24.0,35,4.0,2,5.0,0.2417741935483871,0.333555703802535,28.0,1.601067378252168,9.01,0.00021257857815299585,21.0,17.99
Resistance A-wing Starfighter,2019,Star Wars,Licensed,Normal,269.0,11444.0,4.0,29.99,41.0,28.1568,35,4.0,2,5.0,0.11148698884758364,0.16672224074691563,164.0,0.938872957652551,-1.833199999999998,0.0012451031006104041,7.0,24.0
Resistance Y-wing Starfighter,2019,Star Wars,Licensed,Normal,578.0,10903.0,4.1,69.99,31.0,52.0,35,4.0,2,5.0,0.12108996539792387,0.07143877696813832,124.0,0.7429632804686385,-17.989999999999995,0.0009414194175346958,41.0,28.1568
Pasaana Speeder Chase,2019,Star Wars,Licensed,Normal,373.0,6374.0,3.7,39.99,13.0,36.5,35,4.0,2,5.0,0.1072117962466488,0.1250312578144536,52.0,0.9127281820455113,-3.490000000000002,0.00039478878799842083,31.0,52.0
Darth Vader's Castle,2019,Star Wars,Licensed,Normal,1060.0,8638.0,4.4,129.99,40.0,170.0,35,4.0,2,5.0,0.12263207547169812,0.03846449726902069,160.0,1.3077929071467036,40.00999999999999,0.0012147347323028335,13.0,36.5
Imperial Star Destroyer,2019,Star Wars,Licensed,Normal,4784.0,8219.0,4.4,699.99,28.0,970.0,35,4.0,2,5.0,0.14631897993311038,0.007142959185131216,112.0,1.385734081915456,270.01,0.0008503143126119834,40.0,170.0
Droid Commander,2019,Star Wars,Licensed,Normal,1177.0,2790.0,3.7,199.99,4.0,180.0,35,4.0,2,5.0,0.16991503823279525,0.025001250062503123,16.0,0.9000450022501124,-19.99000000000001,0.00012147347323028334,28.0,970.0
AT-ST Raider,2019,Star Wars,Licensed,Normal,540.0,17918.0,4.0,49.99,63.0,30.0,35,4.0,2,5.0,0.09257407407407407,0.10002000400080016,252.0,0.6001200240048009,-19.990000000000002,0.0019132072033769625,4.0,180.0
Yoda,2019,Star Wars,Licensed,Normal,1771.0,11012.0,4.2,99.99,21.0,89.99,35,4.0,2,5.0,0.05645962732919255,0.05000500050005001,84.0,0.8999899989999,-10.0,0.0006377357344589875,63.0,30.0
Kylo Ren's Shuttle,2019,Star Wars,Licensed,Normal,1005.0,9912.0,4.5,129.99,31.0,164.99,35,4.0,2,5.0,0.12934328358208957,0.03846449726902069,124.0,1.2692514808831448,35.0,0.0009414194175346958,21.0,89.99
Millennium Falcon,2019,Star Wars,Licensed,Normal,1351.0,10393.0,4.4,169.99,28.0,126.0,35,4.0,2,5.0,0.12582531458179128,0.029413494911465377,112.0,0.7412200717689276,-43.99000000000001,0.0008503143126119834,31.0,164.99
Anakin's Podracer – 20th Anniversary Edition,2019,Star Wars,Licensed,Normal,279.0,15599.0,4.0,29.99,60.0,40.0,35,4.0,2,5.0,0.10749103942652329,0.16672224074691563,240.0,1.333777925975325,10.010000000000002,0.00182210209845425,28.0,126.0
Snowspeeder – 20th Anniversary Edition,2019,Star Wars,Licensed,Normal,309.0,12277.0,4.1,39.99,38.0,106.487,35,4.0,2,5.0,0.12941747572815535,0.1250312578144536,152.0,2.662840710177544,66.49699999999999,0.0011539979956876917,60.0,40.0
Clone Scout Walker  – 20th Anniversary Edition,2019,Star Wars,Licensed,Normal,250.0,11894.0,4.1,29.99,44.0,55.0,35,4.0,2,5.0,0.11996,0.16672224074691563,176.0,1.8339446482160722,25.01,0.0013362082055331168,38.0,106.487
Imperial Dropship  – 20th Anniversary Edition,2019,Star Wars,Licensed,Normal,125.0,12640.0,4.0,19.99,32.0,37.89,35,4.0,2,5.0,0.15991999999999998,0.25012506253126565,128.0,1.8954477238619312,17.900000000000002,0.0009717877858422667,44.0,55.0
Mini Boost Droid Commander,2019,Star Wars,Licensed,Normal,62.0,1594.0,3.9,29.99,15.0,41.69,35,4.0,2,5.0,0.48370967741935483,0.16672224074691563,60.0,1.3901300433477826,11.7,0.0004555255246135625,32.0,37.89
The Upside Down,2019,Stranger Things,Licensed,Normal,2287.0,10286.0,4.5,199.99,40.0,399.0,36,4.0,2,5.0,0.08744643637953652,0.025001250062503123,160.0,1.9950997549877494,199.01,0.0012147347323028335,15.0,41.69
Ferrari F40 Competizione,2019,Speed Champions,Licensed,Normal,198.0,12587.0,4.0,14.99,52.0,19.0,34,4.0,2,5.0,0.07570707070707071,0.333555703802535,208.0,1.267511674449633,4.01,0.0015791551519936833,40.0,399.0
Chevrolet Camaro ZL1 Race Car,2019,Speed Champions,Licensed,Normal,198.0,10959.0,4.1,14.99,88.0,18.0025,34,4.0,2,5.0,0.07570707070707071,0.333555703802535,352.0,1.2009673115410273,3.012500000000001,0.0026724164110662335,52.0,19.0
McLaren Senna,2019,Speed Champions,Licensed,Normal,219.0,14270.0,4.1,14.99,137.0,18.0025,34,4.0,2,5.0,0.06844748858447489,0.333555703802535,548.0,1.2009673115410273,3.012500000000001,0.004160466458137204,88.0,18.0025
2018 Dodge Challenger SRT Demon and 1970 Dodge Charger R/T,2019,Speed Champions,Licensed,Normal,478.0,8352.0,4.1,29.99,38.0,31.0,34,4.0,2,5.0,0.06274058577405857,0.16672224074691563,152.0,1.033677892630877,1.0100000000000016,0.0011539979956876917,137.0,18.0025
1967 Mini Cooper S Rally and 2018 MINI John Cooper Works Buggy,2019,Speed Champions,Licensed,Normal,481.0,5962.0,4.0,49.99,14.0,59.8235,34,4.0,2,5.0,0.10392931392931393,0.10002000400080016,56.0,1.1967093418683736,9.8335,0.0004251571563059917,38.0,31.0
1974 Porsche 911 Turbo 3.0,2019,Speed Champions,Licensed,Normal,180.0,14216.0,4.2,14.99,183.0,24.04,34,4.0,2,5.0,0.08327777777777778,0.333555703802535,732.0,1.6037358238825883,9.049999999999999,0.005557411400285463,14.0,59.8235
Dilophosaurus on the Loose,2019,Jurassic World,Licensed,Normal,168.0,3392.0,3.6,19.99,10.0,25.0,22,4.0,2,5.0,0.11898809523809523,0.25012506253126565,40.0,1.2506253126563283,5.010000000000002,0.00030368368307570837,183.0,24.04
Baryonyx Face-Off: The Treasure Hunt,2019,Jurassic World,Licensed,Normal,434.0,3138.0,4.0,59.99,7.0,66.3,22,4.0,2,5.0,0.13822580645161292,0.0833472245374229,28.0,1.1051841973662275,6.309999999999995,0.00021257857815299585,10.0,25.0
Jurassic Park: T. rex Rampage,2019,Jurassic World,Licensed,Normal,3120.0,5126.0,4.5,249.99,7.0,350.0,22,4.0,2,5.0,0.080125,0.02000080003200128,28.0,1.4000560022400896,100.00999999999999,0.00021257857815299585,7.0,66.3
Triceratops Rampage,2019,Jurassic World,Licensed,Normal,447.0,2669.0,3.9,59.99,4.0,59.95,22,4.0,2,5.0,0.13420581655480984,0.0833472245374229,16.0,0.9993332222037006,-0.03999999999999915,0.00012147347323028334,7.0,350.0
T. rex vs Dino-Mech Battle,2019,Jurassic World,Licensed,Normal,716.0,1794.0,4.0,89.99,8.0,159.99,22,4.0,2,5.0,0.12568435754189944,0.055561729081009,32.0,1.7778642071341262,70.00000000000001,0.00024294694646056667,4.0,59.95
Expecto Patronum,2019,Harry Potter,Licensed,Normal,121.0,14443.0,3.9,19.99,27.0,24.0,17,4.0,2,5.0,0.1652066115702479,0.25012506253126565,108.0,1.2006003001500751,4.010000000000002,0.0008199459443044125,8.0,159.99
Hungarian Horntail Triwizard Challenge,2019,Harry Potter,Licensed,Normal,265.0,9423.0,3.7,29.99,17.0,34.4,17,4.0,2,5.0,0.11316981132075471,0.16672224074691563,68.0,1.1470490163387796,4.41,0.0005162622612287042,27.0,24.0
Hagrid's Hut: Buckbeak's Rescue,2019,Harry Potter,Licensed,Normal,496.0,14585.0,4.2,59.99,56.0,49.99,17,4.0,2,5.0,0.1209475806451613,0.0833472245374229,224.0,0.8333055509251542,-10.0,0.0017006286252239668,17.0,34.4
Hogwarts Clock Tower,2019,Harry Potter,Licensed,Normal,922.0,14775.0,4.2,89.99,21.0,65.99,17,4.0,2,5.0,0.09760303687635574,0.055561729081009,84.0,0.7333037004111568,-24.0,0.0006377357344589875,56.0,49.99
The Knight Bus,2019,Harry Potter,Licensed,Normal,403.0,14849.0,4.1,39.99,74.0,39.0,17,4.0,2,5.0,0.09923076923076923,0.1250312578144536,296.0,0.9752438109527382,-0.990000000000002,0.0022472592547602417,21.0,65.99
Beauxbatons' Carriage: Arrival at Hogwarts ,2019,Harry Potter,Licensed,Normal,430.0,8674.0,4.0,49.99,30.0,66.5,17,4.0,2,5.0,0.11625581395348837,0.10002000400080016,120.0,1.330266053210642,16.509999999999998,0.000911051049227125,74.0,39.0
Harry Potter Advent Calendar,2019,Harry Potter,Licensed,Normal,305.0,9389.0,3.9,39.99,13.0,37.3513,17,4.0,2,5.0,0.13111475409836065,0.1250312578144536,52.0,0.9340160040010003,-2.6387,0.00039478878799842083,30.0,66.5
The Rise of Voldemort,2019,Harry Potter,Licensed,Normal,184.0,12710.0,4.2,19.99,29.0,31.95,17,4.0,2,5.0,0.10864130434782608,0.25012506253126565,116.0,1.5982991495747876,11.96,0.0008806826809195542,13.0,37.3513
Tracer vs. Widowmaker,2019,Overwatch,Licensed,Normal,129.0,4626.0,3.9,14.99,29.0,18.6756,30,4.0,2,5.0,0.1162015503875969,0.333555703802535,116.0,1.2458705803869246,3.685599999999999,0.0008806826809195542,29.0,31.95
Hanzo vs. Genji,2019,Overwatch,Licensed,Normal,197.0,3678.0,3.8,19.99,31.0,49.99,30,4.0,2,5.0,0.1014720812182741,0.25012506253126565,124.0,2.500750375187594,30.000000000000004,0.0009414194175346958,29.0,18.6756
Dorado Showdown,2019,Overwatch,Licensed,Normal,419.0,3855.0,3.9,29.99,26.0,35.0,30,4.0,2,5.0,0.07157517899761336,0.16672224074691563,104.0,1.1670556852284095,5.010000000000002,0.0007895775759968417,31.0,49.99
D.Va & Reinhardt,2019,Overwatch,Licensed,Normal,455.0,4500.0,4.2,39.99,24.0,99.97,30,4.0,2,5.0,0.0878901098901099,0.1250312578144536,96.0,2.4998749687421853,59.98,0.0007288408393817,26.0,35.0
Bastion,2019,Overwatch,Licensed,Normal,602.0,2973.0,4.3,49.99,8.0,120.0,30,4.0,2,5.0,0.08303986710963455,0.10002000400080016,32.0,2.4004800960192036,70.00999999999999,0.00024294694646056667,24.0,99.97
Watchpoint: Gibraltar,2019,Overwatch,Licensed,Normal,730.0,2884.0,3.9,89.99,16.0,90.0,30,4.0,2,5.0,0.12327397260273971,0.055561729081009,64.0,1.000111123458162,0.010000000000005116,0.00048589389292113335,8.0,120.0
Wrecking Ball,2019,Overwatch,Licensed,Normal,227.0,3759.0,4.4,19.99,39.0,41.0864,30,4.0,2,5.0,0.08806167400881057,0.25012506253126565,156.0,2.0553476738369185,21.0964,0.0011843663639952626,16.0,90.0
Junkrat & Roadhog,2019,Overwatch,Licensed,Normal,380.0,2627.0,4.1,49.99,21.0,69.99,30,4.0,2,5.0,0.13155263157894737,0.10002000400080016,84.0,1.4000800160032005,19.999999999999993,0.0006377357344589875,39.0,41.0864
Spider-Man Bike Rescue,2019,Marvel Super Heroes,Licensed,Normal,235.0,3854.0,3.5,19.99,2.0,44.991,23,4.0,2,5.0,0.08506382978723404,0.25012506253126565,8.0,2.2506753376688344,25.001,6.073673661514167e-05,21.0,69.99
Spider-Man's Spider Crawler ,2019,Marvel Super Heroes,Licensed,Normal,418.0,3542.0,3.8,39.99,11.0,62.6082,23,4.0,2,5.0,0.09566985645933015,0.1250312578144536,44.0,1.5655963990997748,22.618199999999995,0.0003340520513832792,2.0,44.991
Spider Mech vs. Venom ,2019,Marvel Super Heroes,Licensed,Normal,604.0,3293.0,4.0,49.99,5.0,85.0,23,4.0,2,5.0,0.08276490066225166,0.10002000400080016,20.0,1.7003400680136027,35.01,0.00015184184153785418,11.0,62.6082
Batman Batsub and the Underwater Clash,2019,DC Comics Super Heroes,Licensed,Normal,174.0,2808.0,3.7,19.99,2.0,35.0,10,4.0,2,5.0,0.11488505747126436,0.25012506253126565,8.0,1.7508754377188596,15.010000000000002,6.073673661514167e-05,5.0,85.0
Batman Mech vs. Poison Ivy Mech ,2019,DC Comics Super Heroes,Licensed,Normal,375.0,2205.0,3.5,39.99,7.0,62.33,10,4.0,2,5.0,0.10664,0.1250312578144536,28.0,1.5586396599149785,22.339999999999996,0.00021257857815299585,2.0,35.0
Mr. Freeze Batcycle Battle,2019,DC Comics Super Heroes,Licensed,Normal,200.0,2802.0,3.8,19.99,4.0,28.0,10,4.0,2,5.0,0.09995,0.25012506253126565,16.0,1.4007003501750876,8.010000000000002,0.00012147347323028334,7.0,62.33
Batmobile: Pursuit of The Joker,2019,DC Comics Super Heroes,Licensed,Normal,342.0,7199.0,4.2,29.99,9.0,50.0,10,4.0,2,5.0,0.08769005847953217,0.16672224074691563,36.0,1.6672224074691564,20.01,0.0002733153147681375,4.0,28.0
Batwing and The Riddler Heist,2019,DC Comics Super Heroes,Licensed,Normal,489.0,2851.0,4.1,49.99,9.0,84.99,10,4.0,2,5.0,0.10222903885480573,0.10002000400080016,36.0,1.700140028005601,34.99999999999999,0.0002733153147681375,9.0,50.0
Batcave Clayface Invasion,2019,DC Comics Super Heroes,Licensed,Normal,1038.0,2010.0,4.2,99.99,5.0,127.0495,10,4.0,2,5.0,0.09632947976878613,0.05000500050005001,20.0,1.2706220622062205,27.0595,0.00015184184153785418,9.0,84.99
Captain America: Outriders Attack,2019,Marvel Super Heroes,Licensed,Normal,167.0,5890.0,3.0,19.99,9.0,21.5666,23,4.0,2,5.0,0.1197005988023952,0.25012506253126565,36.0,1.0788694347173589,1.5766000000000027,0.0002733153147681375,5.0,127.0495
War Machine Buster,2019,Marvel Super Heroes,Licensed,Normal,362.0,7608.0,3.9,34.99,19.0,28.99,23,4.0,2,5.0,0.09665745856353591,0.14289797084881395,76.0,0.8285224349814232,-6.0000000000000036,0.0005769989978438459,9.0,21.5666
Iron Man Hall of Armor,2019,Marvel Super Heroes,Licensed,Normal,524.0,11684.0,4.1,59.99,32.0,49.99,23,4.0,2,5.0,0.11448473282442749,0.0833472245374229,128.0,0.8333055509251542,-10.0,0.0009717877858422667,19.0,28.99
Avengers Ultimate Quinjet,2019,Marvel Super Heroes,Licensed,Normal,838.0,6340.0,4.1,79.99,22.0,70.0,23,4.0,2,5.0,0.09545346062052505,0.06250781347668459,88.0,0.8751093886735842,-9.989999999999995,0.0006681041027665584,32.0,49.99
Captain Marvel and The Skrull Attack,2019,Marvel Super Heroes,Licensed,Normal,307.0,5631.0,3.7,29.99,19.0,34.994,23,4.0,2,5.0,0.0976872964169381,0.16672224074691563,76.0,1.1668556185395131,5.004000000000001,0.0005769989978438459,22.0,70.0
Molten Man Battle,2019,Marvel Super Heroes,Licensed,Normal,294.0,5546.0,3.9,29.99,15.0,30.0,23,4.0,2,5.0,0.10200680272108843,0.16672224074691563,60.0,1.000333444481494,0.010000000000001563,0.0004555255246135625,19.0,34.994
Hydro-Man Attack,2019,Marvel Super Heroes,Licensed,Normal,471.0,5263.0,4.1,39.99,7.0,37.99,23,4.0,2,5.0,0.08490445859872611,0.1250312578144536,28.0,0.9499874968742186,-2.0,0.00021257857815299585,15.0,30.0
Stark Jet and the Drone Attack,2019,Marvel Super Heroes,Licensed,Normal,504.0,3646.0,3.8,69.99,11.0,63.0,23,4.0,2,5.0,0.13886904761904761,0.07143877696813832,44.0,0.9001285897985427,-6.989999999999995,0.0003340520513832792,7.0,37.99
Avengers Compound Battle,2019,Marvel Super Heroes,Licensed,Normal,699.0,5064.0,3.5,99.99,14.0,70.0,23,4.0,2,5.0,0.1430472103004292,0.05000500050005001,56.0,0.7000700070007001,-29.989999999999995,0.0004251571563059917,11.0,63.0
Spider-Man Car Chase,2019,Marvel Super Heroes,Licensed,Normal,52.0,2650.0,3.5,9.99,1.0,17.955,23,4.0,2,5.0,0.19211538461538463,0.5005005005005005,4.0,1.7972972972972971,7.964999999999998,3.0368368307570834e-05,14.0,70.0
Batman and The Joker Escape,2019,DC Comics Super Heroes,Licensed,Normal,171.0,961.0,3.6,39.99,2.0,34.2884,10,4.0,2,5.0,0.23385964912280702,0.1250312578144536,8.0,0.8574243560890222,-5.701599999999999,6.073673661514167e-05,1.0,17.955
1989 Batmobile,2019,DC Comics Super Heroes,Licensed,Normal,3306.0,10873.0,4.5,249.99,51.0,423.1624,10,4.0,2,5.0,0.07561705989110708,0.02000080003200128,204.0,1.6927173086923475,173.17239999999998,0.0015487867836861124,2.0,34.2884
Avengers Hulk Helicopter Rescue,2019,Marvel Super Heroes,Licensed,Normal,482.0,3960.0,3.4,59.99,18.0,75.99,23,4.0,2,5.0,0.12446058091286308,0.0833472245374229,72.0,1.2667111185197533,15.999999999999993,0.000546630629536275,51.0,423.1624
Sith Trooper Bust,2019,Star Wars,Licensed,Normal,484.0,571.0,0.0,29.99,3.0,409.4935,35,4.0,2,5.0,0.061962809917355366,0.16672224074691563,12.0,13.65433477825942,379.5035,9.11051049227125e-05,18.0,75.99
The Dark Knight of Gotham City,2019,DC Comics Super Heroes,Licensed,Normal,427.0,235.0,0.0,29.99,1.0,597.7286,10,4.0,2,5.0,0.07023419203747072,0.16672224074691563,4.0,19.93093031010337,567.7386,3.0368368307570834e-05,3.0,409.4935
Chinese New Year's Eve Dinner,2019,Seasonal,Miscellaneous,Normal,615.0,2668.0,4.3,29.99,4.0,219.99,33,5.0,2,5.0,0.04876422764227642,0.16672224074691563,20.0,7.335445148382795,190.0,0.00012147347323028334,1.0,597.7286
Dragon Dance,2019,Seasonal,Miscellaneous,Normal,622.0,2549.0,4.1,29.99,2.0,207.1354,33,5.0,2,5.0,0.04821543408360129,0.16672224074691563,10.0,6.906815605201734,177.1454,6.073673661514167e-05,4.0,219.99
Dragon Boat Race,2019,Seasonal,Miscellaneous,Normal,643.0,4836.0,3.9,49.99,15.0,55.3076,33,5.0,2,5.0,0.07774494556765163,0.10002000400080016,75.0,1.1063732746549308,5.317599999999999,0.0004555255246135625,2.0,207.1354
Koi,2019,FORMA,Miscellaneous,Normal,293.0,874.0,4.2,29.99,2.0,200.0,15,5.0,2,5.0,0.10235494880546074,0.16672224074691563,10.0,6.668889629876626,170.01,6.073673661514167e-05,15.0,55.3076
Shark Skin,2019,FORMA,Miscellaneous,Normal,31.0,546.0,0.0,29.99,2.0,104.99,15,5.0,2,5.0,0.9674193548387097,0.16672224074691563,10.0,3.5008336112037344,75.0,6.073673661514167e-05,2.0,200.0
